100258014	1.0
100738504	1.0
1009555608	1.0
10152	1.0
101694847	1.0
102258057	1.0
102325185	1.0
1024482170	1.0
102475599	1.0
102816266	1.0
102932800	1.0
1036157252	1.0
104108042	1.0
1045565478	1.0
1046606804	1.0
104667619	1.0
1048291658	1.0
1048974373	1.0
1051321530	1.0
1052381485	1.0
1054610820	1.0
105534480	1.0
106255504	1.0
106593896	1.0
107077120	1.0
107087487	1.0
1072818308	1.0
1080124746	1.0
108362740	1.0
108418699	1.0
108617488	1.0
108657905	1.0
1087433006	1.0
108746125	1.0
1089678500	1.0
1090766598	1.0
110015414	1.0
110061311	1.0
1101216644	1.0
110126964	1.0
110273384	1.0
110365899	1.0
1107783409	1.0
110793585	1.0
1113459896	1.0
1118300634	1.0
111838410	1.0
1118908452	1.0
112317039	1.0
1124229642	1.0
1125032940	1.0
1125652429	1.0
1126671672	1.0
112745297	1.0
1128272371	1.0
11308402	1.0
113084080	1.0
113500123	1.0
113659342	1.0
1137292440	1.0
1140098136	1.0
114130193	1.0
1143554666	1.0
1149025741	1.0
115108283	1.0
115221411	1.0
1154103283	1.0
1155879121	1.0
1156157611	1.0
1160783402	1.0
1165456369	1.0
116710953	1.0
1169917530	1.0
118705559	1.0
118794845	1.0
119714444	1.0
119720315	1.0
120099533	1.0
1202389375	1.0
121158213	1.0
1217218014	1.0
1218489630	1.0
1219728530	1.0
122035491	1.0
1220885712	1.0
122180291	1.0
122358591	1.0
122896733	1.0
123423476	1.0
123453249	1.0
124263489	1.0
124274495	1.0
1245579715	1.0
1246096020	1.0
1250485020	1.0
125154154	1.0
1252376239	1.0
125445231	1.0
1259313956	1.0
125938071	1.0
1259510083	1.0
1259562019	1.0
126717954	1.0
127053866	1.0
12716032	1.0
1272751392	1.0
1273320391	1.0
1277178181	1.0
128033273	1.0
1285740319	1.0
128778910	1.0
128819708	1.0
1289703320	1.0
1290452180	1.0
1298935814	1.0
130078153	1.0
1308403399	1.0
131150573	1.0
1313359153	1.0
131612006	1.0
1317108294	1.0
1322875405	1.0
1326914587	1.0
1328971326	1.0
1331072995	1.0
133171345	1.0
133251329	1.0
1339212920	1.0
1341283447	1.0
1343777125	1.0
1345862960	1.0
134782830	1.0
1348600452	1.0
1349856667	1.0
1351193060	1.0
135145566	1.0
1357126620	1.0
13589212	1.0
136889848	1.0
136902922	1.0
137413683	1.0
137654240	1.0
1379535314	1.0
1381435759	1.0
1383751964	1.0
1384077925	1.0
1386531	1.0
1386621757	1.0
1390377960	1.0
139070769	1.0
13933172	1.0
139707166	1.0
1402350313	1.0
140577612	1.0
140641561	1.0
1412288186	1.0
1413443995	1.0
14184633	1.0
1426030922	1.0
1430616955	1.0
143071049	1.0
143131280	1.0
143442753	1.0
143647334	1.0
14380496	1.0
1443386496	1.0
14438135	1.0
144643595	1.0
144778148	1.0
1448152554	1.0
1451620352	1.0
1452645942	1.0
1453592347	1.0
1453599253	1.0
1457207868	1.0
1457218807	1.0
1459449972	1.0
146057813	1.0
1461649975	1.0
146249667	1.0
1464247902	1.0
14645435	1.0
1467412392	1.0
1470635203	1.0
1470706141	1.0
